,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
3491,212089,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2014,2013-12-01,12.13,
9366,212702,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2013-14,2013-12-01,10.95,
12813,212550,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2014,2013-12-01,22.67,
12816,212309,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2013-14,2013-12-01,29.87,
13036,212312,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2013-14,2013-12-01,33.42,
8144,212708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Winter 2013-14,2013-12-01,12.13,
7963,212564,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2014,2013-12-01,27.62,
8140,212688,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2013-14,2013-12-01,12.58,
12831,212291,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2013-14,2013-12-01,24.6,
11169,214109,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2014,2013-12-01,11.23,
8040,212705,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2013-14,2013-12-01,9.87,
1386,212957,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2014,2013-12-01,7.69,
13792,211759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2014,2013-12-01,19.26,
1387,212935,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2014,2013-12-01,8.62,
13789,211762,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2014,2013-12-01,21.75,
1389,212956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Annual Average 2014,2013-12-01,8.02,
13787,211763,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Annual Average 2014,2013-12-01,19.75,
9365,212703,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2013-14,2013-12-01,10.93,
7979,211783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2014,2013-12-01,30.96,
12833,213770,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Winter 2013-14,2013-12-01,13.44,
9732,214138,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2014,2013-12-01,9.7,
8042,212704,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2013-14,2013-12-01,10.35,
8563,213791,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2013-14,2013-12-01,11.62,
8047,212554,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Annual Average 2014,2013-12-01,20.41,
11537,212063,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2014,2013-12-01,9.0,
11515,212547,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2014,2013-12-01,22.56,
1486,214162,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2014,2013-12-01,8.03,
12994,213775,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Winter 2013-14,2013-12-01,11.95,
13649,212668,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2013-14,2013-12-01,12.45,
13645,212675,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2013-14,2013-12-01,13.51,
1463,212323,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2013-14,2013-12-01,27.13,
11520,212077,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2014,2013-12-01,9.49,
12997,213763,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2013-14,2013-12-01,13.03,
13633,212686,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2013-14,2013-12-01,12.75,
13629,212925,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Annual Average 2014,2013-12-01,9.87,
12987,213768,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Winter 2013-14,2013-12-01,12.77,
11893,212074,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2014,2013-12-01,8.62,
8618,212549,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2014,2013-12-01,22.43,
11523,212067,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2014,2013-12-01,9.99,
8589,214124,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2014,2013-12-01,10.07,
12983,213769,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Winter 2013-14,2013-12-01,13.34,
2836,213623,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2014,2013-12-01,20.06,
1471,212939,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2014,2013-12-01,9.73,
13553,212685,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2013-14,2013-12-01,14.01,
9387,212551,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2014,2013-12-01,21.75,
11501,212065,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2014,2013-12-01,8.97,
10880,212072,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2014,2013-12-01,8.97,
13586,211436,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Annual Average 2014,2013-12-01,9.09,
9656,213604,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2014,2013-12-01,21.2,
13014,213789,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2013-14,2013-12-01,11.71,
12885,211391,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2014,2013-12-01,19.95,
8568,213809,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2013-14,2013-12-01,9.87,
4761,212582,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2014,2013-12-01,14.56,
3765,211859,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2013-14,2013-12-01,12.2,
12999,212290,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2013-14,2013-12-01,22.42,
12887,213799,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2013-14,2013-12-01,12.04,
12893,213780,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2013-14,2013-12-01,12.1,
1452,213765,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2013-14,2013-12-01,12.91,
12894,212303,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2013-14,2013-12-01,28.3,
12896,212296,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Winter 2013-14,2013-12-01,27.93,
12898,213795,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,2013-12-01,11.04,
13009,213761,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2013-14,2013-12-01,14.42,
12899,213798,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2013-14,2013-12-01,11.67,
2936,212091,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2014,2013-12-01,10.79,
4481,213628,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2014,2013-12-01,18.6,
1524,212679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2013-14,2013-12-01,12.57,
13551,212671,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2013-14,2013-12-01,12.05,
13043,213785,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2013-14,2013-12-01,12.01,
13113,213778,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Winter 2013-14,2013-12-01,13.59,
12051,213595,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2014,2013-12-01,20.73,
13109,213766,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2013-14,2013-12-01,13.38,
12038,212563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2014,2013-12-01,25.1,
12034,212559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2014,2013-12-01,22.2,
12030,213607,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2014,2013-12-01,20.33,
2351,212085,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2014,2013-12-01,8.39,
4351,212943,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2014,2013-12-01,12.53,
12693,213234,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2013-14,2013-12-01,26.28,
9292,213580,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2014,2013-12-01,29.23,
13508,213788,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2013-14,2013-12-01,11.38,
12695,213230,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Winter 2013-14,2013-12-01,33.53,
12018,213614,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2014,2013-12-01,20.0,
9298,213596,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2014,2013-12-01,17.14,
13106,212306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Winter 2013-14,2013-12-01,25.9,
8799,213585,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2014,2013-12-01,23.55,
13097,212302,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2013-14,2013-12-01,28.12,
1310,213251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2013-14,2013-12-01,27.51,
11598,212937,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2014,2013-12-01,9.84,
8496,213632,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2014,2013-12-01,13.66,
9268,212555,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2014,2013-12-01,20.47,
9247,213578,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2014,2013-12-01,28.08,
12084,211333,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Annual Average 2014,2013-12-01,18.89,
12641,213252,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2013-14,2013-12-01,29.3,
10859,212921,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Annual Average 2014,2013-12-01,9.0,
9249,213590,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2014,2013-12-01,21.02,
13971,211572,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2013-14,2013-12-01,29.51,
12662,213265,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Winter 2013-14,2013-12-01,28.53,
12663,213248,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,2013-12-01,30.49,
8793,213587,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2014,2013-12-01,23.65,
8602,213586,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2014,2013-12-01,23.97,
1955,212959,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Annual Average 2014,2013-12-01,8.34,
4309,211570,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2013-14,2013-12-01,30.99,
12074,212318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,29.39,
12073,212328,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2013-14,2013-12-01,24.53,
3702,212575,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2014,2013-12-01,19.26,
2482,214153,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Annual Average 2014,2013-12-01,9.15,
11826,211884,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Winter 2013-14,2013-12-01,9.87,
7852,211779,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2014,2013-12-01,19.19,
4305,211573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2013-14,2013-12-01,26.95,
9311,212553,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2014,2013-12-01,20.23,
8789,214116,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2014,2013-12-01,9.77,
11381,211875,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2013-14,2013-12-01,13.12,
11051,211890,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Winter 2013-14,2013-12-01,11.77,
12761,213226,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Winter 2013-14,2013-12-01,34.78,
10296,211767,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2014,2013-12-01,17.0,
4839,211392,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2014,2013-12-01,26.7,
10297,211765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Annual Average 2014,2013-12-01,20.41,
13861,211768,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2014,2013-12-01,19.1,
11976,214156,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Annual Average 2014,2013-12-01,8.69,
12776,213235,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2013-14,2013-12-01,28.73,
13525,213774,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Winter 2013-14,2013-12-01,12.25,
10332,211438,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Annual Average 2014,2013-12-01,8.6,
1744,212081,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,9.98,
7941,211784,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2014,2013-12-01,30.59,
2914,212574,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2014,2013-12-01,20.0,
10931,212078,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2014,2013-12-01,9.73,
11562,211760,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Annual Average 2014,2013-12-01,22.43,
12787,213224,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2013-14,2013-12-01,34.03,
13048,212292,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2013-14,2013-12-01,24.97,
13046,212301,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2013-14,2013-12-01,27.68,
1742,212095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2014,2013-12-01,9.8,
11872,212543,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2014,2013-12-01,18.97,
12757,213228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2013-14,2013-12-01,37.37,
13888,211761,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2014,2013-12-01,22.67,
11383,211886,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2013-14,2013-12-01,15.31,
12005,213625,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2014,2013-12-01,19.42,
13093,213779,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,2013-12-01,12.96,
1333,212950,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2014,2013-12-01,8.65,
13085,213797,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Winter 2013-14,2013-12-01,13.5,
3792,212566,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2014,2013-12-01,34.74,
11386,211885,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Winter 2013-14,2013-12-01,15.35,
9314,212544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2014,2013-12-01,19.44,
4842,212579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Annual Average 2014,2013-12-01,13.77,
12748,213240,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2013-14,2013-12-01,27.31,
13519,213764,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Winter 2013-14,2013-12-01,13.11,
1335,212952,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2014,2013-12-01,8.85,
9320,213577,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Annual Average 2014,2013-12-01,28.91,
13897,211756,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2014,2013-12-01,17.1,
1506,213277,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2013-14,2013-12-01,25.41,
1338,212940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2014,2013-12-01,9.84,
1340,212960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2014,2013-12-01,8.68,
11392,211879,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403,Flushing - Clearview,Winter 2013-14,2013-12-01,11.46,
13515,213762,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2013-14,2013-12-01,13.17,
13398,212690,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2013-14,2013-12-01,14.39,
11167,214108,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2014,2013-12-01,11.37,
15933,213253,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Winter 2013-14,2013-12-01,27.81,
15270,211362,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2013-14,2013-12-01,32.41,
15279,213236,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2013-14,2013-12-01,27.8,
15282,213223,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2013-14,2013-12-01,34.54,
6637,213620,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Annual Average 2014,2013-12-01,21.94,
15309,211336,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Winter 2013-14,2013-12-01,11.88,
6623,213626,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,2013-12-01,18.82,
564,214157,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,2013-12-01,8.44,
560,212924,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2014,2013-12-01,9.82,
5830,212944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2014,2013-12-01,13.23,
15333,211361,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Winter 2013-14,2013-12-01,27.78,
14441,211867,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Winter 2013-14,2013-12-01,11.67,
557,212931,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2014,2013-12-01,9.63,
15357,211556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2013-14,2013-12-01,29.9,
15364,211559,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2013-14,2013-12-01,27.88,
15365,211558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2013-14,2013-12-01,29.41,
15367,211555,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2013-14,2013-12-01,25.82,
7392,213615,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2014,2013-12-01,17.96,
7395,213613,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2014,2013-12-01,16.57,
5824,212945,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2014,2013-12-01,11.17,
6573,214117,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2014,2013-12-01,9.67,
6668,213635,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 2014,2013-12-01,12.53,
15257,212672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2013-14,2013-12-01,13.13,
639,214148,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2014,2013-12-01,9.07,
632,213618,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2014,2013-12-01,17.08,
629,213617,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2014,2013-12-01,20.52,
1024,213263,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2013-14,2013-12-01,28.44,
6695,212570,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,22.07,
1025,213264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,2013-12-01,25.43,
5468,214166,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Annual Average 2014,2013-12-01,8.22,
6691,213610,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,2013-12-01,19.63,
602,212070,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2014,2013-12-01,9.63,
